id,date,vn_position,vn_stream_count,global_position,global_stream_count
1pwyiEOvhXLvlpzTZcgfhe,Peak,53.0,291815.0,,
1q83e1qvjHBPCgOvdGSKZ0,Total,,225110.0,,
1q83e1qvjHBPCgOvdGSKZ0,Peak,141.0,117051.0,,
1q83e1qvjHBPCgOvdGSKZ0,Peak,65.0,25781.0,,
1rCurScVWswOm8jVmCOLxn,Total,,95456.0,,
1rCurScVWswOm8jVmCOLxn,Peak,135.0,51000.0,,
1rJyVbXb3njXbN3lokllKf,Total,,539998.0,,
1rJyVbXb3njXbN3lokllKf,Peak,114.0,27638.0,,
1reHbbphR273qQ651F6Vna,Total,,238731.0,,
1reHbbphR273qQ651F6Vna,Peak,6.0,33168.0,,
1u3aGopt09bxmUDs8c94XY,Total,,575622.0,,
1u3aGopt09bxmUDs8c94XY,Peak,169.0,113419.0,,
1vtQjPCcdE7FgrxQd5doWP,Total,,1180799.0,,
1vtQjPCcdE7FgrxQd5doWP,Peak,100.0,38429.0,,
1w3eUC89GPspKpi62tPwjt,Total,,22103822.0,,
1w3eUC89GPspKpi62tPwjt,Peak,2.0,287727.0,,
1wG0HYACxdu3Kdz3mI4ca6,Total,,369298.0,,
